

2228,11,b,t,auto,landfill,playerstation,1,2,3,6,2,2228,op
2228,11,b,t,1,1,0,3,1,0,0,1,2228,op
2228,11,b,t,1,1,0,3,1,0,0,1,2228,op
2228,11,b,r,1,1,0,0,3,0,1,15,2228,op
0000,,b,0,0,1,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,1,0,0,0,0,00,,
0000,,b,0,0,1,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
2228,11,b,t,1,1,1,0,4,2,3,15,2228,triangle
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,00,,
0000,,b,0,0,0,0,0,0,0,0,0,0,0,0,00,0,,
0000,,b,0,0,0,0,0,0,0,0,0,0,0,0,00,0,,
0000,,b,0,0,0,0,0,0,0,0,0,0,0,0,00,0,,
0000,,b,0,0,0,0,0,0,0,0,0,0,0,0,00,0,,
0000,,b,0,0,0,0,0,0,0,0,0,0,0,0,00,0,,
0000,,b,0,0,0,0,0,0,0,0,0,0,0,0,00,0,,
0000,,b,0,0,0,0,0,0,0,0,0,0,0,0,00,0,,
0000,,b,0,0,0,0,0,0,0,0,0,0,0,0,00,0,,
0000,,b,0,0,0,0,0,0,0,0,0,0,0,0,00,0,,
0000,,b,0,0,0,0,0,0,0,0,0,0,0,0,00,0,,
0000,,b,0,0,0,0,0,0,0,0,0,0,0,0,00,0,,
3003,17,b,t,1,0,1,0,0,0,3,3,1,0,3,03,1,,
5254,10,b,0,0,0,1,0,0,0,0,6,2,1,6,16,3,5254,human foul
3951,11,b,0,0,1,0,1,0,0,1,0,1,0,6,01,1,4030,
0174,12,b,0,1,0,0,0,0,0,0,0,0,0,0,00,0,1585,failed coop
1126,13,b,0,1,0,1,0,0,0,0,6,2,1,6,12,2,1126,
5433,14,b,0,0,0,1,0,0,0,0,0,0,0,0,01,1,395,foul human
1155,001,b,t,1,1,0,0,1,0,0,0,2,0,2,02,0,0000,lanfill:weak
1551,002,b,0,0,0,1,0,0,1,0,3,1,0,3,05,2,0000,good stack:shoot totes tip
3044,003,b,0,0,1,0,0,1,0,1,0,1,1,2,02,1,0578,bad driver:capable ground stack
0395,004,b,0,1,1,0,0,1,0,1,0,1,1,2,03,2,1507,tries:nonfunctional
1126,005,b,c,1,0,1,0,0,0,0,6,1,1,6,06,1,4039,cannot place can but tries
4505,006,b,c,1,0,1,0,0,0,1,0,6,0,6,06,1,1660,cans good:slow
2340,009,b,0,0,1,0,0,0,0,0,0,0,0,0,00,0,0000,moved: dead in the water: hd to reboot
0191,001,b,0,0,0,1,0,0,0,0,1,0,0,5,05,1,0000,
1765,002,b,0,0,1,0,0,0,0,0,0,0,0,1,02,2,0000,
0578,003,b,0,1,0,1,0,0,0,0,0,0,0,3,09,3,0578,
0174,004,b,0,0,0,1,0,0,0,0,0,0,0,1,02,2,1507,
3799,005,b,0,0,0,1,1,0,0,0,0,0,0,0,00,0,0000,almost a stack but failed:went for coop
3173,006,b,t,1,1,0,0,1,0,1,0,1,1,5,05,1,0000,
3015,007,b,t,1,0,1,0,0,0,1,0,2,1,4,11,3,3015,auto 3totes   3cans
1591,008,b,0,1,1,0,0,0,0,0,0,2,0,2,02,1,2228,auto-
0020,009,b,c,1,0,1,1,0,0,0,0,0,0,0,00,0,3003,
5590,001,b,0,0,0,1,0,1,0,0,0,0,1,0,00,0,0340,slow:badlifter
1585,002,b,0,1,1,0,0,0,0,0,0,0,0,1,02,1,3003,only one tote:dropped
1765,14,b,0,0,0,1,0,0,0,0,0,0,0,0,00,0,1507,
0250,003,b,0,0,1,1,0,1,0,2,0,1,1,3,00,0,1518,
3157,004,b,0,0,0,1,0,0,0,0,3,1,1,3,03,1,0020,
0378,005,b,c,1,1,0,0,0,0,3,1,2,2,3,04,2,0378,good lifter
3951,006,b,t,1,1,1,0,0,0,0,0,0,0,4,08,2,3951,
5030,20,b,0,0,0,1,0,0,0,0,0,0,0,4,12,4,1126,
2265,007,b,0,0,1,0,0,0,0,0,0,0,0,2,01,0,5254,slow:poor lifter
2228,008,b,c,0,0,1,0,0,0,4,0,2,2,4,08,3,2228,
3003,009,b,t,1,0,1,0,0,0,0,5,2,1,5,05,1,3003,
0340,001,b,0,1,0,1,0,1,1,6,0,1,1,5,05,1,0340,
3838,21,b,c,0,1,0,0,0,0,2,0,1,1,2,03,2,,
3003,002,b,t,1,0,1,0,0,0,2,6,1,1,5,06,2,3003,trouble lining up
2791,22,b,0,0,0,1,0,0,0,0,0,0,0,4,08,2,3044,
1518,003,b,0,0,0,1,0,0,0,1,0,1,1,1,01,1,0250,
5433,005,b,0,1,0,0,0,0,0,0,0,0,0,0,00,0,0378,4d drive
0743,006,b,r,1,1,0,0,0,0,0,0,0,0,2,05,3,3951,
5254,007,b,0,0,0,1,0,0,0,1,7,2,2,6,14,3,5254,
5590,008,b,r,1,0,1,0,0,0,0,0,0,0,1,01,1,2228,poorauto
0378,009,b,c,1,1,0,0,0,1,3,0,1,1,2,00,0,0000,slow
4093,001,b,0,0,0,0,0,0,0,0,0,0,0,0,00,0,0000,did not move
2340,002,b,c,1,1,0,0,0,0,0,0,0,0,3,03,1,0000,
1405,003,b,c,1,0,1,0,0,0,0,1,1,1,5,05,1,0000,
1405,003,b,c,1,0,1,0,0,0,0,1,1,1,4,06,1,0000,
0020,004,b,t,1,0,1,0,1,0,0,1,1,1,5,05,1,0000,
3181,005,b,t,1,0,1,1,1,0,1,1,1,1,2,02,1,0000,slow:Unstable tote holder
1450,006,b,t,1,1,0,0,1,0,0,0,0,0,2,02,1,0000,
2809,007,b,0,0,0,0,0,1,0,0,0,1,0,1,01,1,0000,
3044,008,b,c,1,1,0,0,0,1,0,0,1,0,0,01,1,0000,sloppy
3157,009,b,r,1,0,1,0,1,0,1,0,1,1,5,05,1,0000,
5349,001,b,0,1,1,0,0,0,0,0,0,0,0,4,04,4,4093,
1585,002,b,0,0,1,0,1,0,0,0,0,0,0,2,02,1,5030,
1511,003,b,0,1,0,1,0,0,0,4,4,1,1,4,04,1,0250,
1507,004,b,t,1,0,1,0,1,0,4,4,2,1,4,08,2,1507,
4039,005,b,0,0,0,1,0,0,0,1,3,1,1,6,09,2,4039,
1660,006,b,0,0,0,1,0,0,0,5,5,1,0,5,05,1,4505,
1559,007,b,c,1,1,0,0,1,0,0,0,0,0,4,02,1,0000,
2791,008,b,0,0,0,1,0,1,0,0,0,0,0,0,02,1,0000,
4505,009,b,0,0,0,1,0,1,1,4,0,1,1,5,05,0,0000,
2228,015,b,0,1,0,1,0,0,0,0,0,0,0,5,05,1,5030,
0578,016,b,0,1,0,1,0,0,0,0,0,0,0,3,06,2,0578,
3157,017,b,0,0,0,1,0,1,0,0,0,0,0,0,00,0,3157,
2228,018,b,0,0,0,1,0,0,0,1,0,1,1,4,12,3,2228,
0191,010,b,c,1,0,1,0,1,0,0,0,0,0,0,00,0,1405,
1765,011,b,0,0,1,0,0,0,0,0,0,0,0,1,04,4,0340,slow
0250,012,b,0,0,0,1,0,0,0,0,0,0,0,2,02,1,1591,
2791,013,b,0,0,1,0,0,0,0,0,0,0,0,4,08,2,2791,accurate
1155,014,b,0,1,0,1,0,1,0,0,0,0,0,0,00,0,3075,good co-op
1559,015,b,0,0,1,0,0,1,0,0,0,0,0,1,02,2,1660,
5349,016,b,0,0,1,0,0,0,0,2,0,1,0,1,01,1,5349,
0191,018,b,c,1,0,1,0,0,0,3,0,1,1,2,05,3,0000,
3171,010,b,c,1,0,0,0,1,0,0,0,0,0,0,00,0,5254,
1518,011,b,0,0,0,1,0,0,0,0,1,0,1,3,03,1,0340,
2809,012,b,0,0,0,1,0,0,0,0,0,0,0,0,00,0,0000,
0743,013,b,t,1,1,0,0,1,0,0,0,0,0,2,04,2,1126,
0395,014,b,0,0,0,1,0,0,0,1,1,1,1,0,00,0,0000,
5030,015,b,0,0,0,1,0,0,0,0,1,2,1,6,12,2,5030,
0073,016,b,0,0,0,1,0,0,0,0,0,0,0,0,00,0,0000,
5433,017,b,0,0,1,0,0,0,0,0,0,0,0,1,02,2,5452,
0174,018,b,0,0,0,1,0,0,0,0,0,0,0,0,00,0,2228,
1551,010,b,0,0,1,0,0,0,0,1,1,1,0,0,00,0,0000,
0073,011,b,0,0,0,1,0,0,0,0,0,1,0,1,01,3,0000,
1591,012,b,0,0,1,0,0,0,0,0,0,0,0,3,03,1,0000,
3838,013,b,0,1,0,0,0,1,0,0,0,0,0,0,00,0,0000,good co-op
3015,014,b,c,1,0,1,0,0,0,1,0,2,1,5,09,2,3015,fast loader
4093,015,b,r,1,1,0,0,0,0,0,0,0,0,3,04,2,0000,0poor lifter
2340,016,b,r,1,1,0,0,0,0,0,0,0,0,0,00,0,0000,
5254,017,b,c,1,0,1,0,0,0,0,1,1,6,0,12,2,0000,
1450,018,b,r,1,1,0,0,0,0,1,0,1,0,2,03,2,0000,
3181,010,b,0,0,0,1,0,0,0,0,0,0,0,0,00,0,0000,
4039,011,b,t,1,0,1,0,1,0,6,6,1,1,6,06,1,4039,
1585,012,b,0,1,1,0,1,0,0,0,0,0,0,1,03,3,0000,
0578,013,b,0,0,0,1,0,0,1,0,0,0,0,3,03,2,1126,3 totes
1450,014,b,t,1,1,0,0,1,0,0,0,0,0,2,02,1,0000,
2265,015,b,0,0,1,0,0,1,0,0,0,0,0,3,01,1,0000,good co-op
1585,016,b,0,0,0,0,0,1,0,0,0,0,0,0,00,0,0000,
5590,017,b,0,1,0,1,0,0,0,0,0,0,0,1,03,3,0000,could conly push
3003,018,b,t,0,0,1,0,1,0,4,6,3,1,6,06,1,0000,can stack 6
1405,010,b,c,0,0,1,0,1,0,0,0,0,0,6,11,3,1405,good stacker
0340,011,b,0,0,0,1,0,0,0,4,5,0,0,1,01,0,1591,bad
1511,013,b,0,0,0,1,0,0,0,1,4,2,1,4,04,1,2791,
3799,014,b,0,0,1,0,0,0,0,0,0,0,0,2,03,2,1660,
